Text,Actual HS,Predicted HS
hahahaha ko pikir lo pinter gitu berak kebon ngakak dah sok iya banget goblok makan taik ahok lu pake ngeles dasar cebong kapir intoleran sara munafik goblok hahahaha,1,1
ngapain diritwit sompret,1,1
kaya monyet,0,0
haru baca tweet pulangmengundi jantina bangsa agama selamat malaysia moga jalan pergi selamat god bless,0,0
panas terima korban jonru ginting netizen protes korban jokowi,1,1
asing u try testimony hahahaha,0,0
bukti muhammad nabi gadungan masyarakat tunggu,1,1
gua kelas jamkos kelas gua tuh tembok buka rolling door bego kelas gua muter lagu kenceng banget sampe lagu ratu yg lelaki buaya darat buset eh guru kelas belah dateng,0,0
gatau deh mimpi doang kayak udh lupa gua ketemu kunti nya yg inget,0,0
potong aja tangan bajing pimpin munafik daerah munafik persa syariah cambuk org pacar doang,1,1
aniessandi produk saracen kampanye,1,1
gubernur ahoax bangga in cebong kelas jamban bangga in ahoker jokower nih liat gubernur indonesia cerdas,1,1
setya novanto sangka hakim takut siram air keras mati dadak amerika,1,0
gils kids jaman jigeum sungguh bahagia gue umur taon mas maen taplak gunung,0,0
takut adzan iblis,0,0
pilkada seharusna dampak positif hadap masyarakat indonesia pilkadaseharusnyamemberikandampakpositif virakan viral,0,0
brisik jablay nya jos,0,0
brengsek lagu mantaaapppp,0,0
brisek lu mkn autis ntr,1,1
sby objektif mumpuni politis indonesia hebat ga kayak jokowi ga pantes presiden,1,1
umat hindu permak tentara budha radikal teroris muslim rohingya,1,1
ente klo berani jgn gk fotonyajgn jd cundang kompeni nonton tuh bokep mulu ditwitter lopantes ancur indonesiadasar otak mesum,1,1
top story proyek strategis jokowi rp triliun rampung,0,0
hm sampah tengok live fb paan khairdin tu pusing pasal manifesto ph takde agama golong dap tu cina kristian hey la dah nama dap pas eh geram lepas tu dok motif nak sel,1,0
kafir nyamar makan babi mulut junjung pk tolak,1,1
gr tau kemarin si banci eta trh wkwkwk,0,0
kepungistana mari lengser org no ina jokowi org gk dftr cpns enak dftr cpns mudah skrg tdk buka,1,1
biar pemprov dki kerja mari dukung bantu pemprov lawan cukong aseng asing koruptornnbersatu teguh pemprov dki warga dki jakarta lawan cukong aseng asing k,1,1
james deannjames franconheath ledgerncharlie hunnamnnjika franco yahudi apaka yg,0,0
selamat rezim komunis anti islam,1,1
kau manusia parlentengayamu meletehnkayak jambu mentennkau manusia berdasinomonganmu bau trerasinkelakuanmu tersisinnkau manusia sombongnsuka mengonggongndiantara bokong bokongnnkau manusia biadabntk adabnkau manusia bejatntk,1,1
kaum nasrani yahudi kali om utk pecah belah umat muslim astagfirullah,1,1
asing benci bising hubung rumit banding sahabat hening,0,0
rakyat jawa barat cerdas inshaaallah tdk dukung calon dr partaipartai bela ahok nista agama,1,1
mundur klo sdh ga sanggup makmur rakyat,1,1
adamhawa kali kalo hawahawa mah lesbi,0,0
dasar bolot,1,1
horeeee salah cebong paman sam kabar om,1,1
hadir plt gubernur jawa drs h heru sudjatmoko m si plt gubernur jawa musyawarah kerja wilayah musykerwil pwnu jawa nujateng,0,0
slga mnr bom,0,0
presiden sistem izin usaha integrasi online online single submission terap menteri tingkat provinsi tingkat kabupaten tingkat kota mus elshintaituakurat,0,0
bubar kpk kpk pakai alat politik perintah,1,1
gubernur presiden,0,0
bacot pecun,1,1
hebat lg sibuk citra baca nih,1,1
presiden jokowi ikan gamelan sekolah,0,0
wae,1,0
liat onta dinamani langsung nyerbu wisata sekaliaan ken wisata gratisss hhhh,0,0
kesel tai army kepala bener,0,0
setnov bebas so msh dukung bubar bentuk lembaga bersih,1,1
wkwk curcol lu bajing kaga masuk mentab mampus,1,1
tulis impi rangkum impi rakyat impi indonesia,0,0
gas batas nnolelahnpemula,0,1
sahabat salahlovren bukti beda suku agama ras halang dlm bina hubung dgn umat manusia beda warna dlm jalin teman terima kasih lovrensalah favourites bff bro,0,0
allah swt benci kafir ajar penis istri gemar azab janji rampas,1,1
tuh salah jokowi ahok si babi ateis,1,1
junjung nabi agung muhammad saw aja begitundak ngajarin orang islam utk islamituramahbukanmarah nderekgusmus,0,0
su pin siswi sd katolik karya yosef istri ronaldo pardede sah,0,0
ganyang pki antek antek nya lbh jakarta,1,1
jalan tuju indonesia islam indah muslim dpt ajak diskusi,1,0
umpan pake tu biar mancing dpt buaya,0,0
pagi buta,0,0
presiden indonesia negara kokoh kuat ulama umara iring jaga tali silaturahmi jokowiajakulamasejukkanpilkada,0,0
a orang enak ajak curhat setia romantis,0,0
ntah tuju si kunyuk pake foto amp nama wtf,1,0
jokowi hormat hadap muslim zalim,1,1
pabrik lokasi nya d belanda tolol d piara,1,1
lengser jokowi frop udh parah frop,1,1
udah tolol bencong bencoooooooonnnnnnggggg,1,1
cowok cma macem kalok gx bajing ya banci raditia dika tp knapa ya cewek tetep suka bajing,0,1
suruh pake mata uang china suruh pake plodukploduk china suruh ajar bahasa china suruh bantu china pribumi negara tumpah darah pribumi woiiii ape lo ape lo ngimpi lo,1,1
eug taplak meja warung nagih,0,0
gak mobil yg parkir kondisi mesin mati bakar bahaya mobil parkir dlm garasi rumah bakar tdk kecuali mobil neno warisman past,0,0
enak tuh ngentot straight,0,0
asa monyet v g,0,0
heran perintah jokowi budak kuli ahok kafir naga,1,1
bro jgn bilang ndak kenal nyebarin saracen,1,0
btw radha bajing ga sih wqwq dat wqwqwq,0,1
masio islam nusantara koen kate lapo jancik matane picek sugik iki,1,1
kesel bat wa liat yg parnoan bikin video viral nyata duga yg kelirunntipikal yg kalo nyebar,0,0
udah jelasjelas rusak aja bela heran liat perintah,1,1
bro ente kitab suci fiksi arti agama bkn wahyu nyata spt mutlak scr harfiah filosofis langgar umat agama konstitusi norma agama ente nista agama kotor atheisdete,1,1
sarap bro,0,0
isi surat kaya nitipin nisa ybs nyebutin yg suka ga suka dijagainnedan sakit banget,0,0
cermat deh pedea mules toilet toilet ngapain klo ga eek eek darimna,0,0
ngobrol ayok ama cantiq dri cina wkwk,0,0
mata picek kerja alias ahok,1,1
percaya susah presiden percaya fatwa nabi palsu,1,1
kerja cina proyek jalan tol lempar bendera merah putih hukum hormat bendera amp deportasi lahh,1,0
bangkai nasib uzur,1,1
pe ka es lagiiiii gitu lho partai kampret sejati,1,1
ebih mundur jabat presiden,1,1
tuju dibatalin ustad ngomongnya jancuk matamukasar kotor yg ambil ilmu mas madi,0,0
angkat tradisi budaya rakyat banyuwangi kunci sukses bec,0,0
ngoaaahahaaa saking kejang kejang nya si bani kuda wowok bin onta ga baca tulis kau msh selingkuh dgn kuda wowok tuh ngoaaahahaaaa,1,1
pulih ekonomi negara dgn hukum raja umno amp bn komunis sentiasa tepuk tangan olehkerana orangorang melayu padu perintah kera,0,0
kits doakansemoga president amanahfathonahshidiqtabligh,0,0
nyata ketapang kalbar masuk wilayah kerja polisi cina yanini bahaya aman nasional ri tau gak sih rezim ininnmakin rezim bekuasa cina tanam pengaruh buruk,1,0
dina ih anjir model brandnya ajsjsjsjaja,0,0
jgn salah target bkn ahok agenda utama lengser jokowi,1,1
nomor hilang tangan amp kaki injak ranjau si anak ken kasihtau kabar buruk orangtuanya kondisi orang tua nggak nerima orang cacat beban sakit hati denger,0,0
ken mengigit prabowo duet rizal ramlinaura nasionalisme lawan hadap hegemoni asing antitesa hadap rezim,0,0
tai kuda diem aja ok,0,1
mari lawan hancur rezim koplaks jongos cina komunis,1,1
dungu budak islam tiada tuhan merintahkan solat allah swt biadab,1,1
a orang suka konserkonser boros,0,0
bantu citra,1,1
nih kacung nya aseng bunyi,1,1
lo kafir,0,1
tugas menteri agama bongkar tipu islam indonesia cepat bebas islam,1,1
bang hancur merka bang musnah china babi bumi pertiwi indonesia kedok reklamasi ahok,1,1
takut rezim sm smp dselidiki kya jatuh helikopter pngangkut warga china,1,0
agama negara syah amp resmi islam kristen katolik hindu budha amp khong cu confusius,0,0
gelar profesor aja palsu lucu nikmat gelar profesor ech gak bongkar dosen staf biasandan gila keburu cinta palsunyadan gendeng la,1,0
gakuat karna jijik ku cepetin asa yg yaaa sampe napas aja sungkan wkwkwk,0,0
inget yg jeblosin jonru respon cepat tpi gilir kubu victor laiskodat mah ampyuuunnn dah tuh manusia jd calon pilkada,0,0
hahahhaha ye wehh bom dengau ecehh kau ah ni brother susah bangun,0,0
gn lahir rezim politik suharto kuasa tni tunggang,0,1
kader pkb pilkada lupa daya produktifitas tanam kopi daerah sangkut program kerja kelak minumkopiindonesia,0,0
siswi madrasah ngentot kebonnnhijab ngentot ngewe bahancoli blowjob kulumin kontol,0,0
susu kntl manis susu kental manis,0,0
curang kalah prabowo,1,1
aksi dukungpilih presiden suara nada pribumirakyat indonesia bayar cina,1,1
birokrasi birokrasi opo iku birokrat daerah mu podo amburadul piye ojo ngurusi pusat mu wae owalah paaak paak,1,1
awas ya mamih gak w restuin ama kunyuk papih,0,0
harmonis tata krama gaul masyakat kampung budaya yg latar kaminyanyian canda canda temankunikmatnya sajaian hidang masakan minum yg ku,0,0
pake kntl copot,0,1
salah jokowi rezim jahat diktator otoriter komunis kafir zalim opm,1,1
follow bli katolik akun prof utk wawas berbangsaterima kasih,0,0
kecoak ngomong g juntrung ya tinggal gak mutu ngomong orang dungu kayak ente,1,1
sdh tua sadar nafsu jabat thn lbh bnyak diam ban serep tdk peran ulama kriminalisasi jg diam polisi tebang pilih diam ekonomi hancur diam tka cina serbu ri diam,1,1
loe emang bego krn junjung loe ngak sanggup lawan pt fi krn sdh lanjur babu,1,1
h h h pikir org bego nyetak inflasi negaraanak buah kanjeng mas,1,0
dekalarasi pilkada aman anti hoax komunitas ojek jabon,0,0
mantap selamat utk,1,0
as serang suriah yg dukung israel turki arab saudi warga palestina jalur gaza laku aksi demo bakar bendera as amp dukung kpd presiden suriah bashar al assad pertanyaanya yg suka demo bawa bendera palestina kem,0,0
luhut bajing,1,1
jokowi ahy vs prabowo blm tau asalbukanjokowi,1,1
sungguh tiada putus asa rahmat allah kaum kafir qsyusuf,0,1
bu guru enak jablay guru esde sihnkayaknya nikmat pecun guru,1,1
gambar posting lucu amp hibur zaman agama obyek lucu zaman now paham,0,0
sekolah kristenkatholik terap sistem bebas agama ngga siswa nonmuslin kenal kristenkatholik versi orang,0,0
ahok penjara kutip kalimat kitab fiksi aneh bela agama ahli surga serentak bela si dungu kitab suci fiksi,1,1
ye suka suka bangsad,1,1
neng dianjingin marah tolol,1,1
kaderkader goblok,1,1
arti lo cacat,1,1
bilang alexis tutup surat hehe ketawain aja dah baca pers rilis dr manajemen alexis tp ga kampret mah gampang dibegoin jg bilang tutup eh msh exis tuh alexis,1,1
dasar bajing tengik,1,1
nga inget kpn kali mimpi indah reality kek tai mimpi tai jg,0,0
berita gubernur banten eksplorasi panasbumi batu kuwung jalan terbit pabumnews,0,0
twt gw udik kayak didik keras,0,0
udah jateng ganti gubernur sudirman saidida fauziah,0,0
tinggal anies copot jabat gubernur dki lantar kunjung,1,1
kasar thd si brengsek brisik thd gawe ilmu biar ga dungu si onta busuk posisi ting busuk sampah skrg gurun jgn,1,1
ahok kafir nya sampah agama islam sampah masyarakat,1,1
teriak bela agama bersih korupsi nilep uang orang dooong,0,1
soign restoran pegang konsep diversity gabung budaya korea makananmakanan internasional paris italia amerika picture below,0,0
tim ahok otak wc otak tumpul anies sdh komit dgn pancasila ahok kafir sgt tdk bs pancasila,1,1
gue diingetin kayak gitu temen gue kristen and i feel thankful for it harmful,0,0
si pas dperhatikan warna badan kontras warna muka muka putih badan coklat ni was like lu mata gue picek beda pake krim mutih pa,0,0
setan muncul heran,0,0
mampus w mampus yugi mampus lo onta arab,1,1
turonggo sila mudo kota tolak berita hoax sukses pilkada wilayah kota kedi,0,0
ok dibayarin aja uang,0,0
komunisme faham fasisme negara komunis potensi bangsa fasis cina uni sovyet bangsabangsa non rusia non slavia dbunuh,0,0
hahaha ko fpi islam,0,1
embun pagi buta,0,0
brengsek adik ku cebur ketawain,0,1
presiden generasi muda pmii zaman now berita lengkap,0,0
moga laku orang gila,0,0
cerita buah kisah asing tau cerita buah angan benak,0,0
tunggu sajannada yg beda komunis komunis gaya barunn,0,0
tau abai rpjmn proyek masuk psn proyek selesai dgn cepat,0,0
mu ngapa gue ngikutin berita bencongbencong yaelah,0,0
anyway mandangkan malam orang back up golong elit kutuk orang voice out the unfairness from the,0,0
dukung rezim yg rampas tanah masuk yg destrukrif ngga eh,0,0
yah nggak yg syiah yahudi mbak abdullah bin saba baca sejarah nggakkkjadi nggak yahudi serang syiahsodara kandung,0,0
kau bangsat bodoh tolol bajing tengik,1,1
dilema hp wafat bokap nyokap lg dinas pulau adek lg kader jd ga lo rumah edan kali kau nuy,0,0
jokowi motor listrik produsen motor langsung lirik papua presiden joko w,0,0
ulama yg milik ilmu yg lihat sikap masyarakat kasih sayang mari mulia,0,0
anjir ngapa devan wkwkw maho gua,0,0
bubar aja dpr kerja santai ngantuk ngapain gaji wakilwakil rakyat gak becus susah rakyat aja,1,1
proses buang islam main paksa laku sadar,1,1
ga aneh survey bawa nama kampus kaya si luhut bawa itb dukung reklamasi cebong mah gitu heheheh,1,1
nyata pling lucu gw bkan anak ekonomi aja ngerti masak admin nya kayak gin,0,0
rocky gerung kitab suci fiksi,0,1
subhanallahnsaat mahasiswa lkkn aksi diam amp lbh hedon negri lg sakit hutang rupiah hancur bbm listrik malam impor tka ambil slrh kerjannalhamdulillah msh bem yg trs suara,0,0
mata lo picek,1,1
ciduk ni kunyuknproses hukum ajakagak pake matre,1,0
tolol haqq tampil kalah nyolot tolol ga obat,1,1
andanndengan ajak org kawan adik adik dara mara jiran taman beli psk jemaah psk shjnnpromosi ni,0,0
kawan lawanmenyelematkan bajing,1,1
gils yg jual pc jucan aja w wkwkkwnedan,0,0
komunis ulama dakwah agen agama arab keras fase agama mabuk agama lantas kecewa muncul anggap agama,0,0
simpatisan prabowo ga bener,1,1
kabar uu,0,0
aneh dgn bpk klo kpk bubar ott rakyat,1,1
jahatin anak udah diginiin hahannemang kali lo jahatin anak orang,0,1
haahahaagiah taruih sanak pola baca samakomunis syiah murtadin yg bikin rusak,0,0
sepakat dgn argumen perintah jkw kes fokus bangun infrastruktur amp samping sejahtera rakyat tenaga kerja asing banjir mesti isi wni rakyat nganggur,1,1
kali angkat jempol isi nyata tindak aksi test the water bela agama sejati abalabal dukung nyata,0,0
kalo lucu hhhaa gt budek org yg pnya hape hhhhaaaaa hapenya bolak bunyi ga angkat oalah oalah,0,0
sm ngidupin group membernya wamil member asing jd bs promo,0,0
pers kritisi nyata menteri agama bangsa bohong,0,1
hti wahabi mugkin layak bubar,1,1
coba dedengkot jin terang ulama saudi rilis publik akidah jin contoh jin anggap kafir peluk kristen hindu budha dll peluang masuk surga naku fatwa saudi jin adal,0,0
prabowo suka kampanye negatif kampung geli,0,1
maksutnya kelas hrs diem gk bicara ya nama otoriter,1,1
booming meme macet abadi mungut sim pos ronda idiot versus cerdas emang mudah beda,0,0
arti yahudi,0,0
liat orang sulit gamau bantu liat ntar pas lu susah gaada bantu mampus lu tai,1,1
oh scamming ya urus bego orang lu butuh,1,1
sandiaga duga kampanye sudirmanida masjid solo kpu,0,0
amin tolong kasih anies ya kalo reklamasi arti antek aseng donk,0,1
rupiah prediksi hambat kuat sentimen pos,0,0
bangsat wakil rakyat mulut ya bangsatnkalau monyet wakil rakyat mulut ya monyetnkalau babi wakil rakyat mulut ya babinkalau anjing wakil rakyat mulut ya anj,1,1
lu suruh ceritain geblek,1,1
diemdiem bae rupiah nyungsep dolar tembus rp aja sebenernya neng kalo langsung tembus ribu biar cepet lengser ni rezim kodok,1,1
tangkap ahok klompok nya laku palsu e ktp karna rupa penghiyanat bangsa negara,1,1
bugis arabnyamuhammadiah ayah jawa darah cinanahdatul ulama muslim bayi,0,0
pembodohanmaksa bgt ken periodecebong oh cebong,1,1
harap sarap,0,0
mukidinya si kafir,1,1
cebong bani bumi datar,1,1
kalo indonesia sulit tkabagaimana nasib tki brosemua mekanisme nyadan wajar tki yg kerja negeripiye bro,0,0
tyas mirasih pecun gitu bareng agency nya,1,1
negeri korup asuh cino babi,1,1
hah enak sate saus padang titit gede gin,0,0
ken ngrasain ngentod memek abg,0,0
lengser jokowi bangsat,1,1
pkh super cipta lengkap program keluarga harap pkh kembang presiden jokowi pkhsupergusipulputi,0,0
cie butuh dunia internasional kmrn ya teriak antek aseng asing kopar kapir,1,1
posting gambar jokowi megawati ranjang eko prabowo tangkap jokowiagain,1,1
iyo cupu noob gak ky awak sng wes master,0,0
jilatin sayang memek mu,0,0
gosah kangen ama klo gitu edan,1,0
gausah spoiler bangsad,1,1
suluh agama harap andil tangkal paham radikal,0,0
lw dungudunia,1,1
tki sy jurnalis koran berita indonesia d hong kong,0,0
cebong kek loe dongo abadi,1,1
mending nete bu joy,0,0
bukti radikal an hti fpi bukti orasiorasinya hti fpi fitnah caci maki hadap pemerintahpolri ulamakyaikyai dasar otak bebek purapura buta tuli isi otak junj,1,1
mahfud md allah swt berang bangsa ajak buang islam,1,1
ya gustiiii nama brengsek nbegitu nemu ai konfrontir aja tau istri,0,0
beda nya adid sm aidit aih dasar jongos jokowi,1,1
inti dukung prabowo pki,1,1
pimpin ya kayak gin sok sok bacot doang bagak bego plonga plongo ga,1,1
nih gue jg suka gitu abis gue sm gue beli org beli gue yg gendut jd liat suka makan selera gue bagus gitu kali ya bikin pandang orang oh makan enak beli lol hehe,0,0
